first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_cases,weekly_deceased
5/31/2020,6/6/2020,55-59,?? ????,27,0,0
5/31/2020,6/6/2020,55-59,????,1769,21,0
5/31/2020,6/6/2020,60-64,???,1050,<15,<15
5/31/2020,6/6/2020,60-64,?? ????,17,<15,0
5/31/2020,6/6/2020,60-64,????,1693,<15,0
5/31/2020,6/6/2020,65-69,???,1092,<15,<15
5/31/2020,6/6/2020,65-69,?? ????,19,<15,0
5/31/2020,6/6/2020,65-69,????,1362,<15,0
5/31/2020,6/6/2020,70-74,???,1040,<15,<15
5/31/2020,6/6/2020,70-74,?? ????,40,0,0
5/31/2020,6/6/2020,70-74,????,1280,<15,0
5/31/2020,6/6/2020,75-79,???,667,<15,<15
5/31/2020,6/6/2020,75-79,?? ????,30,0,0
5/31/2020,6/6/2020,75-79,????,966,<15,0
5/31/2020,6/6/2020,80+,???,2008,<15,<15
5/31/2020,6/6/2020,80+,?? ????,80,0,0
5/31/2020,6/6/2020,80+,????,4117,<15,<15
5/31/2020,6/6/2020,NULL,???,904,18,0
5/31/2020,6/6/2020,NULL,?? ????,629,<15,0
5/31/2020,6/6/2020,NULL,????,975,<15,0
6/7/2020,6/13/2020,0-19,???,16358,225,0
6/7/2020,6/13/2020,0-19,?? ????,314,<15,0
6/7/2020,6/13/2020,0-19,????,14800,173,0
6/7/2020,6/13/2020,20-24,???,2306,42,0
6/7/2020,6/13/2020,20-24,?? ????,22,0,0
6/7/2020,6/13/2020,20-24,????,3150,55,0
6/7/2020,6/13/2020,25-29,???,2441,48,0
6/7/2020,6/13/2020,25-29,?? ????,27,0,0
6/7/2020,6/13/2020,25-29,????,3800,50,0
6/7/2020,6/13/2020,30-34,???,3074,61,0
6/7/2020,6/13/2020,30-34,?? ????,44,<15,0
6/7/2020,6/13/2020,30-34,????,4554,44,0
6/7/2020,6/13/2020,35-39,???,3059,44,0
6/7/2020,6/13/2020,35-39,?? ????,39,<15,0
6/7/2020,6/13/2020,35-39,????,4425,44,0
6/7/2020,6/13/2020,40-44,???,2571,46,0
6/7/2020,6/13/2020,40-44,?? ????,29,0,0
6/7/2020,6/13/2020,40-44,????,3968,45,0
6/7/2020,6/13/2020,45-49,???,2107,34,0
6/7/2020,6/13/2020,45-49,?? ????,31,0,0
6/7/2020,6/13/2020,45-49,????,3221,46,0
6/7/2020,6/13/2020,50-54,???,1605,35,0
6/7/2020,6/13/2020,50-54,?? ????,20,0,0
6/7/2020,6/13/2020,50-54,????,2433,42,0
6/7/2020,6/13/2020,55-59,???,1324,25,0
6/7/2020,6/13/2020,55-59,?? ????,<15,0,0
6/7/2020,6/13/2020,55-59,????,2252,23,0
6/7/2020,6/13/2020,60-64,???,1329,18,0
6/7/2020,6/13/2020,60-64,?? ????,<15,0,0
6/7/2020,6/13/2020,60-64,????,2166,19,0
6/7/2020,6/13/2020,65-69,???,1182,19,<15
6/7/2020,6/13/2020,65-69,?? ????,<15,<15,0
6/7/2020,6/13/2020,65-69,????,1589,<15,0
6/7/2020,6/13/2020,70-74,???,1081,<15,0
6/7/2020,6/13/2020,70-74,?? ????,<15,<15,0
6/7/2020,6/13/2020,70-74,????,1511,<15,0
6/7/2020,6/13/2020,75-79,???,670,<15,<15
6/7/2020,6/13/2020,75-79,?? ????,<15,0,0
6/7/2020,6/13/2020,75-79,????,1142,<15,0
6/7/2020,6/13/2020,80+,???,1948,<15,<15
6/7/2020,6/13/2020,80+,?? ????,30,0,0
6/7/2020,6/13/2020,80+,????,4244,<15,0
6/7/2020,6/13/2020,NULL,???,820,26,0
6/7/2020,6/13/2020,NULL,?? ????,426,17,0
6/7/2020,6/13/2020,NULL,????,836,<15,0
6/14/2020,6/20/2020,0-19,???,12144,225,0
6/14/2020,6/20/2020,0-19,?? ????,263,0,0
6/14/2020,6/20/2020,0-19,????,11702,185,0
6/14/2020,6/20/2020,20-24,???,2509,68,0
6/14/2020,6/20/2020,20-24,?? ????,<15,0,0
6/14/2020,6/20/2020,20-24,????,3064,68,0
6/14/2020,6/20/2020,25-29,???,2708,78,<15
6/14/2020,6/20/2020,25-29,?? ????,<15,0,0
6/14/2020,6/20/2020,25-29,????,3727,87,0
6/14/2020,6/20/2020,30-34,???,2867,80,0
6/14/2020,6/20/2020,30-34,?? ????,17,0,0
6/14/2020,6/20/2020,30-34,????,4039,65,0
6/14/2020,6/20/2020,35-39,???,2863,71,0
6/14/2020,6/20/2020,35-39,?? ????,<15,0,0
6/14/2020,6/20/2020,35-39,????,3839,59,0
6/14/2020,6/20/2020,40-44,???,2400,46,0
6/14/2020,6/20/2020,40-44,?? ????,<15,0,0
6/14/2020,6/20/2020,40-44,????,3707,54,0
6/14/2020,6/20/2020,45-49,???,2068,66,0
6/14/2020,6/20/2020,45-49,?? ????,<15,0,0
6/14/2020,6/20/2020,45-49,????,3032,47,0
6/14/2020,6/20/2020,50-54,???,1574,46,0
6/14/2020,6/20/2020,50-54,?? ????,<15,<15,0
6/14/2020,6/20/2020,50-54,????,2640,45,0
6/14/2020,6/20/2020,55-59,???,1404,30,0
6/14/2020,6/20/2020,55-59,?? ????,<15,<15,0
6/14/2020,6/20/2020,55-59,????,2283,41,0
6/14/2020,6/20/2020,60-64,???,1401,38,0
6/14/2020,6/20/2020,60-64,?? ????,<15,0,0
6/14/2020,6/20/2020,60-64,????,2074,28,0
6/14/2020,6/20/2020,65-69,???,1261,21,0
6/14/2020,6/20/2020,65-69,?? ????,<15,0,0
6/14/2020,6/20/2020,65-69,????,1691,28,0
6/14/2020,6/20/2020,70-74,???,1162,28,0
6/14/2020,6/20/2020,70-74,????,1442,23,<15
6/14/2020,6/20/2020,75-79,???,791,<15,<15
6/14/2020,6/20/2020,75-79,?? ????,<15,0,0
6/14/2020,6/20/2020,75-79,????,1020,<15,0
6/14/2020,6/20/2020,80+,???,2242,<15,<15
6/14/2020,6/20/2020,80+,?? ????,25,0,0
6/14/2020,6/20/2020,80+,????,5023,39,0
6/14/2020,6/20/2020,NULL,???,672,24,0
6/14/2020,6/20/2020,NULL,?? ????,335,28,0
6/14/2020,6/20/2020,NULL,????,731,17,0
6/21/2020,6/27/2020,0-19,???,15174,441,0
6/21/2020,6/27/2020,0-19,?? ????,282,<15,0
6/21/2020,6/27/2020,0-19,????,13945,335,<15
6/21/2020,6/27/2020,20-24,???,3553,176,0
6/21/2020,6/27/2020,20-24,?? ????,<15,0,0
6/21/2020,6/27/2020,20-24,????,3761,137,0
6/21/2020,6/27/2020,25-29,???,3199,131,0
6/21/2020,6/27/2020,25-29,?? ????,<15,0,0
6/21/2020,6/27/2020,25-29,????,4229,128,0
6/21/2020,6/27/2020,30-34,???,3365,118,0
6/21/2020,6/27/2020,30-34,?? ????,<15,0,0
6/21/2020,6/27/2020,30-34,????,4446,84,0
6/21/2020,6/27/2020,35-39,???,3395,99,0
6/21/2020,6/27/2020,35-39,?? ????,<15,0,0
6/21/2020,6/27/2020,35-39,????,4335,106,0
6/21/2020,6/27/2020,40-44,???,2737,85,0
6/21/2020,6/27/2020,40-44,?? ????,<15,0,0
6/21/2020,6/27/2020,40-44,????,4084,97,0
6/21/2020,6/27/2020,45-49,???,2462,92,0
6/21/2020,6/27/2020,45-49,?? ????,<15,<15,0
6/21/2020,6/27/2020,45-49,????,3442,88,0
6/21/2020,6/27/2020,50-54,???,1908,68,0
6/21/2020,6/27/2020,50-54,?? ????,<15,0,0
6/21/2020,6/27/2020,50-54,????,2875,99,0
6/21/2020,6/27/2020,55-59,???,1707,67,<15
6/21/2020,6/27/2020,55-59,?? ????,<15,0,0
6/21/2020,6/27/2020,55-59,????,2451,68,0
6/21/2020,6/27/2020,60-64,???,1590,53,0
6/21/2020,6/27/2020,60-64,????,2251,55,0
6/21/2020,6/27/2020,65-69,???,1495,43,0
6/21/2020,6/27/2020,65-69,?? ????,<15,0,0
6/21/2020,6/27/2020,65-69,????,1773,27,0
6/21/2020,6/27/2020,70-74,???,1312,31,<15
6/21/2020,6/27/2020,70-74,?? ????,<15,0,0
6/21/2020,6/27/2020,70-74,????,1479,23,0
6/21/2020,6/27/2020,75-79,???,905,25,<15
6/21/2020,6/27/2020,75-79,????,1058,<15,<15
6/21/2020,6/27/2020,80+,???,2335,36,<15
6/21/2020,6/27/2020,80+,?? ????,<15,0,0
6/21/2020,6/27/2020,80+,????,5210,41,<15
6/21/2020,6/27/2020,NULL,???,669,23,0
6/21/2020,6/27/2020,NULL,?? ????,426,20,0
6/21/2020,6/27/2020,NULL,????,656,19,0
6/28/2020,7/4/2020,0-19,???,18556,862,0
6/28/2020,7/4/2020,0-19,?? ????,497,15,0
6/28/2020,7/4/2020,0-19,????,16388,614,0
6/28/2020,7/4/2020,20-24,???,5202,391,0
6/28/2020,7/4/2020,20-24,?? ????,<15,<15,0
6/28/2020,7/4/2020,20-24,????,5174,323,0
6/28/2020,7/4/2020,25-29,???,4647,354,0
6/28/2020,7/4/2020,25-29,?? ????,<15,<15,0
6/28/2020,7/4/2020,25-29,????,5874,292,0
6/28/2020,7/4/2020,30-34,???,4807,288,0
6/28/2020,7/4/2020,30-34,?? ????,33,0,0
6/28/2020,7/4/2020,30-34,????,5779,228,0
6/28/2020,7/4/2020,35-39,???,4454,234,0
6/28/2020,7/4/2020,35-39,?? ????,21,0,0
6/28/2020,7/4/2020,35-39,????,5460,206,0
6/28/2020,7/4/2020,40-44,???,3737,188,0
6/28/2020,7/4/2020,40-44,?? ????,<15,0,0
6/28/2020,7/4/2020,40-44,????,4942,151,0
6/28/2020,7/4/2020,45-49,???,3472,202,0
6/28/2020,7/4/2020,45-49,?? ????,<15,0,0
6/28/2020,7/4/2020,45-49,????,4501,174,0
6/28/2020,7/4/2020,50-54,???,2886,169,0
6/28/2020,7/4/2020,50-54,?? ????,<15,0,0
6/28/2020,7/4/2020,50-54,????,3936,157,0
6/28/2020,7/4/2020,55-59,???,2412,121,0
6/28/2020,7/4/2020,55-59,?? ????,<15,0,0
6/28/2020,7/4/2020,55-59,????,3274,118,0
6/28/2020,7/4/2020,60-64,???,2353,111,0
6/28/2020,7/4/2020,60-64,?? ????,<15,0,0
6/28/2020,7/4/2020,60-64,????,2911,92,<15
6/28/2020,7/4/2020,65-69,???,1980,77,<15
6/28/2020,7/4/2020,65-69,?? ????,<15,0,0
6/28/2020,7/4/2020,65-69,????,2175,81,0
6/28/2020,7/4/2020,70-74,???,1586,58,0
6/28/2020,7/4/2020,70-74,?? ????,<15,0,0
6/28/2020,7/4/2020,70-74,????,1761,49,0
6/28/2020,7/4/2020,75-79,???,1066,33,<15
6/28/2020,7/4/2020,75-79,?? ????,<15,0,0
6/28/2020,7/4/2020,75-79,????,1211,31,<15
6/28/2020,7/4/2020,80+,???,2581,48,<15
6/28/2020,7/4/2020,80+,????,5234,78,<15
6/28/2020,7/4/2020,NULL,???,827,34,0
6/28/2020,7/4/2020,NULL,?? ????,595,<15,0
6/28/2020,7/4/2020,NULL,????,714,20,0
7/5/2020,7/11/2020,0-19,???,24458,1289,0
7/5/2020,7/11/2020,0-19,?? ????,776,29,0
7/5/2020,7/11/2020,0-19,????,22969,1065,0
7/5/2020,7/11/2020,20-24,???,6335,539,0
7/5/2020,7/11/2020,20-24,?? ????,<15,<15,0
7/5/2020,7/11/2020,20-24,????,7768,591,0
7/5/2020,7/11/2020,25-29,???,6406,474,0
7/5/2020,7/11/2020,25-29,?? ????,<15,0,0
7/5/2020,7/11/2020,25-29,????,8159,492,0
7/5/2020,7/11/2020,30-34,???,6673,420,0
7/5/2020,7/11/2020,30-34,?? ????,21,0,0
7/5/2020,7/11/2020,30-34,????,7956,321,0
7/5/2020,7/11/2020,35-39,???,5776,326,0
7/5/2020,7/11/2020,35-39,?? ????,<15,0,0
7/5/2020,7/11/2020,35-39,????,7195,298,0
7/5/2020,7/11/2020,40-44,???,4942,283,0
7/5/2020,7/11/2020,40-44,?? ????,<15,<15,0
7/5/2020,7/11/2020,40-44,????,6591,275,0
7/5/2020,7/11/2020,45-49,???,4373,288,0
7/5/2020,7/11/2020,45-49,?? ????,16,<15,0
7/5/2020,7/11/2020,45-49,????,5877,297,0
7/5/2020,7/11/2020,50-54,???,3468,213,0
7/5/2020,7/11/2020,50-54,?? ????,<15,0,0
7/5/2020,7/11/2020,50-54,????,4821,200,0
7/5/2020,7/11/2020,55-59,???,2931,162,<15
7/5/2020,7/11/2020,55-59,?? ????,<15,<15,0
7/5/2020,7/11/2020,55-59,????,4256,190,0
7/5/2020,7/11/2020,60-64,???,2758,140,<15
7/5/2020,7/11/2020,60-64,????,3626,153,0
7/5/2020,7/11/2020,65-69,???,2338,104,0
7/5/2020,7/11/2020,65-69,?? ????,<15,0,0
7/5/2020,7/11/2020,65-69,????,2606,104,0
7/5/2020,7/11/2020,70-74,???,1888,74,<15
7/5/2020,7/11/2020,70-74,?? ????,<15,<15,0
7/5/2020,7/11/2020,70-74,????,2081,76,<15
7/5/2020,7/11/2020,75-79,???,1323,51,<15
7/5/2020,7/11/2020,75-79,?? ????,<15,0,0
7/5/2020,7/11/2020,75-79,????,1453,47,<15
7/5/2020,7/11/2020,80+,???,2993,68,<15
7/5/2020,7/11/2020,80+,?? ????,<15,<15,0
7/5/2020,7/11/2020,80+,????,6840,115,<15
7/5/2020,7/11/2020,NULL,???,1065,38,0
7/5/2020,7/11/2020,NULL,?? ????,757,33,0
7/5/2020,7/11/2020,NULL,????,845,23,0
7/12/2020,7/18/2020,0-19,???,21611,1647,0
7/12/2020,7/18/2020,0-19,?? ????,592,35,0
7/12/2020,7/18/2020,0-19,????,19524,1467,<15
7/12/2020,7/18/2020,20-24,???,7004,729,0
7/12/2020,7/18/2020,20-24,?? ????,<15,0,0
7/12/2020,7/18/2020,20-24,????,7939,758,0
7/12/2020,7/18/2020,25-29,???,6416,559,0
7/12/2020,7/18/2020,25-29,?? ????,<15,0,0
7/12/2020,7/18/2020,25-29,????,7846,578,0
7/12/2020,7/18/2020,30-34,???,6138,476,0
7/12/2020,7/18/2020,30-34,?? ????,27,0,0
7/12/2020,7/18/2020,30-34,????,7970,484,0
7/12/2020,7/18/2020,35-39,???,5267,405,0
7/12/2020,7/18/2020,35-39,?? ????,30,<15,0
7/12/2020,7/18/2020,35-39,????,7007,387,0
7/12/2020,7/18/2020,40-44,???,4631,349,0
7/12/2020,7/18/2020,40-44,?? ????,30,<15,0
7/12/2020,7/18/2020,40-44,????,6586,370,0
7/12/2020,7/18/2020,45-49,???,4297,361,0
7/12/2020,7/18/2020,45-49,?? ????,20,<15,0
7/12/2020,7/18/2020,45-49,????,6289,364,<15
7/12/2020,7/18/2020,50-54,???,3669,322,0
7/12/2020,7/18/2020,50-54,?? ????,<15,0,0
7/12/2020,7/18/2020,50-54,????,5511,309,0
7/12/2020,7/18/2020,55-59,???,3227,231,0
7/12/2020,7/18/2020,55-59,?? ????,<15,<15,0
7/12/2020,7/18/2020,55-59,????,4704,239,<15
7/12/2020,7/18/2020,60-64,???,2836,172,0
7/12/2020,7/18/2020,60-64,?? ????,<15,0,0
7/12/2020,7/18/2020,60-64,????,4273,197,<15
7/12/2020,7/18/2020,65-69,???,2477,154,<15
7/12/2020,7/18/2020,65-69,?? ????,<15,0,0
7/12/2020,7/18/2020,65-69,????,3089,141,<15
7/12/2020,7/18/2020,70-74,???,2180,116,<15
7/12/2020,7/18/2020,70-74,?? ????,<15,0,0
7/12/2020,7/18/2020,70-74,????,2592,105,0
7/12/2020,7/18/2020,75-79,???,1466,64,<15
7/12/2020,7/18/2020,75-79,?? ????,<15,0,0
7/12/2020,7/18/2020,75-79,????,1874,62,<15
7/12/2020,7/18/2020,80+,???,4038,84,16
7/12/2020,7/18/2020,80+,?? ????,<15,0,0
7/12/2020,7/18/2020,80+,????,9721,147,21
7/12/2020,7/18/2020,NULL,???,923,44,0
7/12/2020,7/18/2020,NULL,?? ????,976,37,0
7/12/2020,7/18/2020,NULL,????,878,26,0
7/19/2020,7/25/2020,0-19,???,17361,1865,0
7/19/2020,7/25/2020,0-19,?? ????,79,<15,0
7/19/2020,7/25/2020,0-19,????,15929,1624,0
7/19/2020,7/25/2020,20-24,???,6263,773,0
7/19/2020,7/25/2020,20-24,?? ????,<15,<15,0
7/19/2020,7/25/2020,20-24,????,6905,682,0
7/19/2020,7/25/2020,25-29,???,5670,535,0
7/19/2020,7/25/2020,25-29,?? ????,<15,<15,0
7/19/2020,7/25/2020,25-29,????,7303,556,0
7/19/2020,7/25/2020,30-34,???,5505,446,0
7/19/2020,7/25/2020,30-34,?? ????,18,<15,0
7/19/2020,7/25/2020,30-34,????,7508,473,0
7/19/2020,7/25/2020,35-39,???,4798,383,0
7/19/2020,7/25/2020,35-39,?? ????,18,0,0
7/19/2020,7/25/2020,35-39,????,6678,441,0
7/19/2020,7/25/2020,40-44,???,4168,331,0
7/19/2020,7/25/2020,40-44,?? ????,17,0,0
7/19/2020,7/25/2020,40-44,????,6194,443,0
7/19/2020,7/25/2020,45-49,???,3882,342,0
7/19/2020,7/25/2020,45-49,?? ????,<15,0,0
7/19/2020,7/25/2020,45-49,????,5911,403,0
7/19/2020,7/25/2020,50-54,???,3290,288,<15
7/19/2020,7/25/2020,50-54,?? ????,<15,0,0
7/19/2020,7/25/2020,50-54,????,5327,357,<15
7/19/2020,7/25/2020,55-59,???,2951,247,0
7/19/2020,7/25/2020,55-59,?? ????,<15,<15,0
7/19/2020,7/25/2020,55-59,????,4602,262,0
7/19/2020,7/25/2020,60-64,???,2819,207,<15
7/19/2020,7/25/2020,60-64,?? ????,<15,<15,0
7/19/2020,7/25/2020,60-64,????,4352,220,0
7/19/2020,7/25/2020,65-69,???,2466,147,<15
7/19/2020,7/25/2020,65-69,?? ????,<15,0,0
7/19/2020,7/25/2020,65-69,????,3268,171,0
7/19/2020,7/25/2020,70-74,???,2230,103,<15
7/19/2020,7/25/2020,70-74,?? ????,<15,0,0
7/19/2020,7/25/2020,70-74,????,2995,111,<15
7/19/2020,7/25/2020,75-79,???,1532,68,<15
7/19/2020,7/25/2020,75-79,????,2196,66,<15
7/19/2020,7/25/2020,80+,???,4488,92,16
7/19/2020,7/25/2020,80+,?? ????,<15,0,0
7/19/2020,7/25/2020,80+,????,10807,144,35
7/19/2020,7/25/2020,NULL,???,1031,37,0
7/19/2020,7/25/2020,NULL,?? ????,741,26,0
7/19/2020,7/25/2020,NULL,????,854,28,0
7/26/2020,8/1/2020,0-19,???,14442,1761,0
7/26/2020,8/1/2020,0-19,?? ????,116,18,0
7/26/2020,8/1/2020,0-19,????,13277,1536,0
7/26/2020,8/1/2020,20-24,???,5741,797,0
7/26/2020,8/1/2020,20-24,?? ????,<15,0,0
7/26/2020,8/1/2020,20-24,????,5817,633,0
7/26/2020,8/1/2020,25-29,???,4852,456,0
7/26/2020,8/1/2020,25-29,?? ????,<15,0,0
7/26/2020,8/1/2020,25-29,????,6197,471,0
7/26/2020,8/1/2020,30-34,???,4900,416,0
7/26/2020,8/1/2020,30-34,?? ????,23,<15,0
7/26/2020,8/1/2020,30-34,????,6590,424,0
7/26/2020,8/1/2020,35-39,???,4206,315,0
7/26/2020,8/1/2020,35-39,?? ????,24,<15,0
7/26/2020,8/1/2020,35-39,????,5808,356,0
7/26/2020,8/1/2020,40-44,???,3790,346,0
7/26/2020,8/1/2020,40-44,?? ????,18,0,0
7/26/2020,8/1/2020,40-44,????,5735,393,0
7/26/2020,8/1/2020,45-49,???,3350,312,<15
7/26/2020,8/1/2020,45-49,?? ????,24,<15,0
7/26/2020,8/1/2020,45-49,????,5278,361,0
7/26/2020,8/1/2020,50-54,???,2835,270,0
7/26/2020,8/1/2020,50-54,?? ????,<15,<15,0
7/26/2020,8/1/2020,50-54,????,4885,302,0
7/26/2020,8/1/2020,55-59,???,2686,234,<15
7/26/2020,8/1/2020,55-59,?? ????,<15,<15,0
7/26/2020,8/1/2020,55-59,????,4398,243,<15
7/26/2020,8/1/2020,60-64,???,2410,206,<15
7/26/2020,8/1/2020,60-64,?? ????,<15,0,0
7/26/2020,8/1/2020,60-64,????,4047,198,0
7/26/2020,8/1/2020,65-69,???,2235,156,<15
7/26/2020,8/1/2020,65-69,????,3004,141,<15
7/26/2020,8/1/2020,70-74,???,2117,103,<15
7/26/2020,8/1/2020,70-74,?? ????,<15,0,0
7/26/2020,8/1/2020,70-74,????,2593,89,<15
7/26/2020,8/1/2020,75-79,???,1332,75,<15
7/26/2020,8/1/2020,75-79,????,1851,66,<15
7/26/2020,8/1/2020,80+,???,3738,71,17
7/26/2020,8/1/2020,80+,?? ????,<15,<15,0
7/26/2020,8/1/2020,80+,????,8797,137,31
7/26/2020,8/1/2020,NULL,???,1006,30,0
7/26/2020,8/1/2020,NULL,?? ????,637,<15,0
7/26/2020,8/1/2020,NULL,????,776,17,0
8/2/2020,8/8/2020,0-19,???,13034,1647,0
8/2/2020,8/8/2020,0-19,?? ????,64,<15,0
8/2/2020,8/8/2020,0-19,????,11666,1426,0
8/2/2020,8/8/2020,20-24,???,4587,606,0
8/2/2020,8/8/2020,20-24,?? ????,<15,0,0
8/2/2020,8/8/2020,20-24,????,4922,531,0
8/2/2020,8/8/2020,25-29,???,4538,409,0
8/2/2020,8/8/2020,25-29,?? ????,<15,0,0
8/2/2020,8/8/2020,25-29,????,5929,417,0
8/2/2020,8/8/2020,30-34,???,4792,369,0
8/2/2020,8/8/2020,30-34,?? ????,26,0,0
8/2/2020,8/8/2020,30-34,????,6518,355,0
8/2/2020,8/8/2020,35-39,???,4547,330,0
8/2/2020,8/8/2020,35-39,?? ????,21,<15,0
8/2/2020,8/8/2020,35-39,????,6038,341,0
8/2/2020,8/8/2020,40-44,???,3927,352,<15
8/2/2020,8/8/2020,40-44,?? ????,17,0,0
8/2/2020,8/8/2020,40-44,????,5834,340,<15
8/2/2020,8/8/2020,45-49,???,3558,291,0
8/2/2020,8/8/2020,45-49,?? ????,15,<15,0
8/2/2020,8/8/2020,45-49,????,5814,302,0
8/2/2020,8/8/2020,50-54,???,3113,279,<15
8/2/2020,8/8/2020,50-54,?? ????,<15,<15,0
8/2/2020,8/8/2020,50-54,????,5349,283,0
8/2/2020,8/8/2020,55-59,???,2733,212,<15
8/2/2020,8/8/2020,55-59,?? ????,<15,<15,0
8/2/2020,8/8/2020,55-59,????,4876,239,<15
8/2/2020,8/8/2020,60-64,???,2680,196,<15
8/2/2020,8/8/2020,60-64,?? ????,<15,0,0
8/2/2020,8/8/2020,60-64,????,4623,209,0
8/2/2020,8/8/2020,65-69,???,2491,171,<15
8/2/2020,8/8/2020,65-69,????,3574,133,<15
8/2/2020,8/8/2020,70-74,???,2357,118,<15
8/2/2020,8/8/2020,70-74,?? ????,<15,<15,0
8/2/2020,8/8/2020,70-74,????,3282,104,<15
8/2/2020,8/8/2020,75-79,???,1575,78,<15
8/2/2020,8/8/2020,75-79,?? ????,<15,0,0
8/2/2020,8/8/2020,75-79,????,2273,61,<15
8/2/2020,8/8/2020,80+,???,4476,100,28
8/2/2020,8/8/2020,80+,?? ????,<15,<15,0
8/2/2020,8/8/2020,80+,????,9984,134,26
8/2/2020,8/8/2020,NULL,???,1015,36,0
8/2/2020,8/8/2020,NULL,?? ????,591,<15,0
8/2/2020,8/8/2020,NULL,????,820,19,0
8/9/2020,8/15/2020,0-19,???,11498,1455,0
8/9/2020,8/15/2020,0-19,?? ????,132,50,0
8/9/2020,8/15/2020,0-19,????,10719,1387,0
8/9/2020,8/15/2020,20-24,???,4765,515,0
8/9/2020,8/15/2020,20-24,?? ????,<15,0,0
8/9/2020,8/15/2020,20-24,????,5238,548,0
8/9/2020,8/15/2020,25-29,???,4802,361,0
8/9/2020,8/15/2020,25-29,?? ????,<15,<15,0
8/9/2020,8/15/2020,25-29,????,6266,499,<15
8/9/2020,8/15/2020,30-34,???,4866,371,0
8/9/2020,8/15/2020,30-34,?? ????,23,<15,0
8/9/2020,8/15/2020,30-34,????,6802,418,0
8/9/2020,8/15/2020,35-39,???,4573,282,0
8/9/2020,8/15/2020,35-39,?? ????,20,0,0
8/9/2020,8/15/2020,35-39,????,6223,332,0
8/9/2020,8/15/2020,40-44,???,4038,313,0
8/9/2020,8/15/2020,40-44,?? ????,19,<15,0
8/9/2020,8/15/2020,40-44,????,6034,369,0
8/9/2020,8/15/2020,45-49,???,3781,306,<15
8/9/2020,8/15/2020,45-49,?? ????,16,<15,0
8/9/2020,8/15/2020,45-49,????,6110,318,0
8/9/2020,8/15/2020,50-54,???,3342,237,<15
8/9/2020,8/15/2020,50-54,?? ????,<15,<15,0
8/9/2020,8/15/2020,50-54,????,5763,280,0
8/9/2020,8/15/2020,55-59,???,2996,224,<15
8/9/2020,8/15/2020,55-59,?? ????,<15,0,0
8/9/2020,8/15/2020,55-59,????,5296,263,<15
8/9/2020,8/15/2020,60-64,???,2744,199,<15
8/9/2020,8/15/2020,60-64,?? ????,<15,0,0
8/9/2020,8/15/2020,60-64,????,5039,193,<15
8/9/2020,8/15/2020,65-69,???,2561,173,<15
8/9/2020,8/15/2020,65-69,?? ????,<15,0,0
8/9/2020,8/15/2020,65-69,????,3720,130,<15
8/9/2020,8/15/2020,70-74,???,2273,107,<15
8/9/2020,8/15/2020,70-74,?? ????,<15,<15,0
8/9/2020,8/15/2020,70-74,????,3302,103,<15
8/9/2020,8/15/2020,75-79,???,1512,77,<15
8/9/2020,8/15/2020,75-79,?? ????,<15,0,0
8/9/2020,8/15/2020,75-79,????,2208,58,<15
8/9/2020,8/15/2020,80+,???,4066,79,22
8/9/2020,8/15/2020,80+,?? ????,<15,0,0
8/9/2020,8/15/2020,80+,????,9430,116,33
8/9/2020,8/15/2020,NULL,???,1126,56,0
8/9/2020,8/15/2020,NULL,?? ????,591,<15,0
8/9/2020,8/15/2020,NULL,????,839,26,0
8/16/2020,8/22/2020,0-19,???,16235,1348,0
8/16/2020,8/22/2020,0-19,?? ????,114,46,0
8/16/2020,8/22/2020,0-19,????,10815,1342,0
8/16/2020,8/22/2020,20-24,???,8068,475,0
8/16/2020,8/22/2020,20-24,?? ????,<15,0,0
8/16/2020,8/22/2020,20-24,????,5957,622,0
8/16/2020,8/22/2020,25-29,???,5204,358,0
8/16/2020,8/22/2020,25-29,?? ????,<15,0,0
8/16/2020,8/22/2020,25-29,????,6572,487,0
8/16/2020,8/22/2020,30-34,???,5143,347,0
8/16/2020,8/22/2020,30-34,?? ????,19,0,0
8/16/2020,8/22/2020,30-34,????,7014,392,0
8/16/2020,8/22/2020,35-39,???,4631,283,<15
8/16/2020,8/22/2020,35-39,?? ????,16,<15,0
8/16/2020,8/22/2020,35-39,????,6356,313,0
8/16/2020,8/22/2020,40-44,???,4084,250,0
8/16/2020,8/22/2020,40-44,?? ????,<15,0,0
8/16/2020,8/22/2020,40-44,????,6047,308,<15
8/16/2020,8/22/2020,45-49,???,3875,292,0
8/16/2020,8/22/2020,45-49,?? ????,15,<15,0
8/16/2020,8/22/2020,45-49,????,6296,356,0
8/16/2020,8/22/2020,50-54,???,3510,265,<15
8/16/2020,8/22/2020,50-54,?? ????,<15,0,0
8/16/2020,8/22/2020,50-54,????,6091,289,<15
8/16/2020,8/22/2020,55-59,???,3145,201,<15
8/16/2020,8/22/2020,55-59,?? ????,<15,0,0
8/16/2020,8/22/2020,55-59,????,5553,256,0
8/16/2020,8/22/2020,60-64,???,2810,183,<15
8/16/2020,8/22/2020,60-64,?? ????,<15,0,0
8/16/2020,8/22/2020,60-64,????,5280,208,<15
8/16/2020,8/22/2020,65-69,???,2543,144,<15
8/16/2020,8/22/2020,65-69,?? ????,<15,0,0
8/16/2020,8/22/2020,65-69,????,3853,158,<15
8/16/2020,8/22/2020,70-74,???,2323,115,<15
8/16/2020,8/22/2020,70-74,?? ????,<15,<15,0
