first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_cases,weekly_deceased
8/16/2020,8/22/2020,70-74,????,3139,111,<15
8/16/2020,8/22/2020,75-79,???,1457,65,<15
8/16/2020,8/22/2020,75-79,?? ????,<15,0,0
8/16/2020,8/22/2020,75-79,????,2019,79,<15
8/16/2020,8/22/2020,80+,???,4035,116,26
8/16/2020,8/22/2020,80+,?? ????,<15,0,0
8/16/2020,8/22/2020,80+,????,9317,200,20
8/16/2020,8/22/2020,NULL,???,1054,36,0
8/16/2020,8/22/2020,NULL,?? ????,657,<15,0
8/16/2020,8/22/2020,NULL,????,947,38,0
8/23/2020,8/29/2020,0-19,???,18876,1589,0
8/23/2020,8/29/2020,0-19,?? ????,89,29,0
8/23/2020,8/29/2020,0-19,????,13282,1595,0
8/23/2020,8/29/2020,20-24,???,9427,578,0
8/23/2020,8/29/2020,20-24,?? ????,<15,<15,0
8/23/2020,8/29/2020,20-24,????,6685,719,0
8/23/2020,8/29/2020,25-29,???,6352,443,0
8/23/2020,8/29/2020,25-29,?? ????,<15,0,0
8/23/2020,8/29/2020,25-29,????,7604,548,0
8/23/2020,8/29/2020,30-34,???,5723,370,0
8/23/2020,8/29/2020,30-34,?? ????,29,0,0
8/23/2020,8/29/2020,30-34,????,7548,507,0
8/23/2020,8/29/2020,35-39,???,5247,364,0
8/23/2020,8/29/2020,35-39,?? ????,29,0,0
8/23/2020,8/29/2020,35-39,????,6784,431,0
8/23/2020,8/29/2020,40-44,???,4570,298,0
8/23/2020,8/29/2020,40-44,?? ????,19,<15,0
8/23/2020,8/29/2020,40-44,????,6745,442,0
8/23/2020,8/29/2020,45-49,???,4552,362,0
8/23/2020,8/29/2020,45-49,?? ????,<15,<15,0
8/23/2020,8/29/2020,45-49,????,6953,476,0
8/23/2020,8/29/2020,50-54,???,4083,281,<15
8/23/2020,8/29/2020,50-54,?? ????,<15,0,0
8/23/2020,8/29/2020,50-54,????,6664,368,<15
8/23/2020,8/29/2020,55-59,???,3705,256,<15
8/23/2020,8/29/2020,55-59,?? ????,<15,0,0
8/23/2020,8/29/2020,55-59,????,6140,353,<15
8/23/2020,8/29/2020,60-64,???,3463,239,<15
8/23/2020,8/29/2020,60-64,?? ????,<15,0,0
8/23/2020,8/29/2020,60-64,????,5645,254,0
8/23/2020,8/29/2020,65-69,???,3020,172,<15
8/23/2020,8/29/2020,65-69,?? ????,<15,0,0
8/23/2020,8/29/2020,65-69,????,4093,187,<15
8/23/2020,8/29/2020,70-74,???,2508,116,<15
8/23/2020,8/29/2020,70-74,????,3298,142,<15
8/23/2020,8/29/2020,75-79,???,1730,82,<15
8/23/2020,8/29/2020,75-79,????,2019,83,<15
8/23/2020,8/29/2020,80+,???,4078,104,19
8/23/2020,8/29/2020,80+,?? ????,<15,<15,0
8/23/2020,8/29/2020,80+,????,9473,174,23
8/23/2020,8/29/2020,NULL,???,1308,37,0
8/23/2020,8/29/2020,NULL,?? ????,552,<15,0
8/23/2020,8/29/2020,NULL,????,1172,45,0
8/30/2020,9/5/2020,0-19,???,21171,3198,0
8/30/2020,9/5/2020,0-19,?? ????,97,32,0
8/30/2020,9/5/2020,0-19,????,15420,1757,0
8/30/2020,9/5/2020,20-24,???,9491,1311,0
8/30/2020,9/5/2020,20-24,?? ????,<15,<15,0
8/30/2020,9/5/2020,20-24,????,7444,795,0
8/30/2020,9/5/2020,25-29,???,6879,607,0
8/30/2020,9/5/2020,25-29,?? ????,<15,<15,0
8/30/2020,9/5/2020,25-29,????,8237,636,0
8/30/2020,9/5/2020,30-34,???,6368,483,0
8/30/2020,9/5/2020,30-34,?? ????,20,<15,0
8/30/2020,9/5/2020,30-34,????,8379,561,0
8/30/2020,9/5/2020,35-39,???,5701,415,0
8/30/2020,9/5/2020,35-39,?? ????,<15,<15,0
8/30/2020,9/5/2020,35-39,????,7443,493,0
8/30/2020,9/5/2020,40-44,???,5136,411,0
8/30/2020,9/5/2020,40-44,?? ????,<15,0,0
8/30/2020,9/5/2020,40-44,????,7141,486,<15
8/30/2020,9/5/2020,45-49,???,5077,450,<15
8/30/2020,9/5/2020,45-49,?? ????,<15,<15,0
8/30/2020,9/5/2020,45-49,????,7494,511,0
8/30/2020,9/5/2020,50-54,???,4494,417,<15
8/30/2020,9/5/2020,50-54,?? ????,<15,<15,0
8/30/2020,9/5/2020,50-54,????,6910,421,0
8/30/2020,9/5/2020,55-59,???,3878,295,<15
8/30/2020,9/5/2020,55-59,?? ????,<15,<15,0
8/30/2020,9/5/2020,55-59,????,6137,356,<15
8/30/2020,9/5/2020,60-64,???,3417,276,<15
8/30/2020,9/5/2020,60-64,????,5596,288,<15
8/30/2020,9/5/2020,65-69,???,3032,227,<15
8/30/2020,9/5/2020,65-69,?? ????,<15,0,0
8/30/2020,9/5/2020,65-69,????,3910,202,<15
8/30/2020,9/5/2020,70-74,???,2561,144,<15
8/30/2020,9/5/2020,70-74,?? ????,<15,0,0
8/30/2020,9/5/2020,70-74,????,3196,135,<15
8/30/2020,9/5/2020,75-79,???,1495,86,<15
8/30/2020,9/5/2020,75-79,?? ????,<15,0,0
8/30/2020,9/5/2020,75-79,????,2015,104,<15
8/30/2020,9/5/2020,80+,???,3823,132,26
8/30/2020,9/5/2020,80+,????,9173,196,33
8/30/2020,9/5/2020,NULL,???,1314,27,0
8/30/2020,9/5/2020,NULL,?? ????,636,<15,0
8/30/2020,9/5/2020,NULL,????,1035,43,0
9/6/2020,9/12/2020,0-19,???,40484,4979,0
9/6/2020,9/12/2020,0-19,?? ????,154,42,0
9/6/2020,9/12/2020,0-19,????,35239,3203,0
9/6/2020,9/12/2020,20-24,???,10801,1775,0
9/6/2020,9/12/2020,20-24,?? ????,<15,0,0
9/6/2020,9/12/2020,20-24,????,10163,1154,0
9/6/2020,9/12/2020,25-29,???,8888,1017,0
9/6/2020,9/12/2020,25-29,?? ????,<15,<15,0
9/6/2020,9/12/2020,25-29,????,11226,1027,0
9/6/2020,9/12/2020,30-34,???,8650,752,<15
9/6/2020,9/12/2020,30-34,?? ????,23,0,0
9/6/2020,9/12/2020,30-34,????,11663,843,0
9/6/2020,9/12/2020,35-39,???,8065,703,<15
9/6/2020,9/12/2020,35-39,?? ????,20,<15,0
9/6/2020,9/12/2020,35-39,????,11058,856,0
9/6/2020,9/12/2020,40-44,???,7156,633,<15
9/6/2020,9/12/2020,40-44,?? ????,18,<15,0
9/6/2020,9/12/2020,40-44,????,10596,801,0
9/6/2020,9/12/2020,45-49,???,6576,649,<15
9/6/2020,9/12/2020,45-49,?? ????,<15,<15,0
9/6/2020,9/12/2020,45-49,????,10181,776,0
9/6/2020,9/12/2020,50-54,???,5757,563,<15
9/6/2020,9/12/2020,50-54,?? ????,<15,0,0
9/6/2020,9/12/2020,50-54,????,9167,627,0
9/6/2020,9/12/2020,55-59,???,4744,445,<15
9/6/2020,9/12/2020,55-59,?? ????,<15,<15,0
9/6/2020,9/12/2020,55-59,????,7786,526,0
9/6/2020,9/12/2020,60-64,???,4326,377,<15
9/6/2020,9/12/2020,60-64,?? ????,<15,0,0
9/6/2020,9/12/2020,60-64,????,6900,417,<15
9/6/2020,9/12/2020,65-69,???,3742,285,<15
9/6/2020,9/12/2020,65-69,?? ????,<15,0,0
9/6/2020,9/12/2020,65-69,????,4775,270,<15
9/6/2020,9/12/2020,70-74,???,2933,209,<15
9/6/2020,9/12/2020,70-74,?? ????,<15,0,0
9/6/2020,9/12/2020,70-74,????,3809,186,<15
9/6/2020,9/12/2020,75-79,???,1859,124,<15
9/6/2020,9/12/2020,75-79,????,2497,138,<15
9/6/2020,9/12/2020,80+,???,4246,162,33
9/6/2020,9/12/2020,80+,?? ????,<15,0,0
9/6/2020,9/12/2020,80+,????,9079,228,27
9/6/2020,9/12/2020,NULL,???,1342,67,0
9/6/2020,9/12/2020,NULL,?? ????,714,<15,0
9/6/2020,9/12/2020,NULL,????,1078,46,<15
9/13/2020,9/19/2020,0-19,???,54992,6324,<15
9/13/2020,9/19/2020,0-19,?? ????,165,30,0
9/13/2020,9/19/2020,0-19,????,49612,4562,0
9/13/2020,9/19/2020,20-24,???,12579,2339,0
9/13/2020,9/19/2020,20-24,?? ????,<15,<15,0
9/13/2020,9/19/2020,20-24,????,12695,1597,0
9/13/2020,9/19/2020,25-29,???,11471,1378,0
9/13/2020,9/19/2020,25-29,?? ????,<15,0,0
9/13/2020,9/19/2020,25-29,????,14410,1354,0
9/13/2020,9/19/2020,30-34,???,11402,1090,0
9/13/2020,9/19/2020,30-34,?? ????,16,0,0
9/13/2020,9/19/2020,30-34,????,15282,1224,0
9/13/2020,9/19/2020,35-39,???,10899,1026,0
9/13/2020,9/19/2020,35-39,?? ????,17,<15,0
9/13/2020,9/19/2020,35-39,????,14352,1123,0
9/13/2020,9/19/2020,40-44,???,9583,1038,<15
9/13/2020,9/19/2020,40-44,?? ????,<15,<15,0
9/13/2020,9/19/2020,40-44,????,13324,1077,0
9/13/2020,9/19/2020,45-49,???,8404,924,<15
9/13/2020,9/19/2020,45-49,?? ????,16,<15,0
9/13/2020,9/19/2020,45-49,????,12378,1100,0
9/13/2020,9/19/2020,50-54,???,6841,757,<15
9/13/2020,9/19/2020,50-54,?? ????,<15,<15,0
9/13/2020,9/19/2020,50-54,????,10591,849,<15
9/13/2020,9/19/2020,55-59,???,5758,652,<15
9/13/2020,9/19/2020,55-59,?? ????,<15,0,0
9/13/2020,9/19/2020,55-59,????,8922,716,<15
9/13/2020,9/19/2020,60-64,???,5156,552,<15
9/13/2020,9/19/2020,60-64,?? ????,<15,0,0
9/13/2020,9/19/2020,60-64,????,7621,535,<15
9/13/2020,9/19/2020,65-69,???,4437,423,<15
9/13/2020,9/19/2020,65-69,?? ????,<15,0,0
9/13/2020,9/19/2020,65-69,????,5456,404,<15
9/13/2020,9/19/2020,70-74,???,3532,318,<15
9/13/2020,9/19/2020,70-74,?? ????,<15,<15,0
9/13/2020,9/19/2020,70-74,????,4191,248,<15
9/13/2020,9/19/2020,75-79,???,2123,144,<15
9/13/2020,9/19/2020,75-79,?? ????,<15,0,0
9/13/2020,9/19/2020,75-79,????,2892,156,<15
9/13/2020,9/19/2020,80+,???,5140,236,28
9/13/2020,9/19/2020,80+,?? ????,<15,<15,0
9/13/2020,9/19/2020,80+,????,11089,307,33
9/13/2020,9/19/2020,NULL,???,1734,65,0
9/13/2020,9/19/2020,NULL,?? ????,884,16,0
9/13/2020,9/19/2020,NULL,????,1369,58,0
9/20/2020,9/26/2020,0-19,???,46494,7468,0
9/20/2020,9/26/2020,0-19,?? ????,145,25,0
9/20/2020,9/26/2020,0-19,????,42373,5630,0
9/20/2020,9/26/2020,20-24,???,14026,2882,0
9/20/2020,9/26/2020,20-24,?? ????,<15,<15,0
9/20/2020,9/26/2020,20-24,????,13889,2172,0
9/20/2020,9/26/2020,25-29,???,12283,1866,0
9/20/2020,9/26/2020,25-29,?? ????,<15,0,0
9/20/2020,9/26/2020,25-29,????,14666,1814,0
9/20/2020,9/26/2020,30-34,???,11776,1650,0
9/20/2020,9/26/2020,30-34,?? ????,23,0,0
9/20/2020,9/26/2020,30-34,????,14622,1583,0
9/20/2020,9/26/2020,35-39,???,11001,1498,0
9/20/2020,9/26/2020,35-39,?? ????,20,<15,0
9/20/2020,9/26/2020,35-39,????,13815,1440,<15
9/20/2020,9/26/2020,40-44,???,9960,1449,0
9/20/2020,9/26/2020,40-44,?? ????,19,<15,0
9/20/2020,9/26/2020,40-44,????,13502,1410,<15
9/20/2020,9/26/2020,45-49,???,9248,1358,0
9/20/2020,9/26/2020,45-49,?? ????,<15,<15,0
9/20/2020,9/26/2020,45-49,????,13094,1353,<15
9/20/2020,9/26/2020,50-54,???,7757,1170,<15
9/20/2020,9/26/2020,50-54,?? ????,<15,<15,0
9/20/2020,9/26/2020,50-54,????,12052,1280,<15
9/20/2020,9/26/2020,55-59,???,6726,1018,<15
9/20/2020,9/26/2020,55-59,?? ????,<15,<15,0
9/20/2020,9/26/2020,55-59,????,10212,950,0
9/20/2020,9/26/2020,60-64,???,6137,882,<15
9/20/2020,9/26/2020,60-64,?? ????,<15,0,0
9/20/2020,9/26/2020,60-64,????,8921,701,<15
9/20/2020,9/26/2020,65-69,???,5124,671,<15
9/20/2020,9/26/2020,65-69,?? ????,<15,0,0
9/20/2020,9/26/2020,65-69,????,6499,566,<15
9/20/2020,9/26/2020,70-74,???,4019,439,17
9/20/2020,9/26/2020,70-74,????,5181,381,<15
9/20/2020,9/26/2020,75-79,???,2564,248,<15
9/20/2020,9/26/2020,75-79,?? ????,<15,0,0
9/20/2020,9/26/2020,75-79,????,3510,218,<15
9/20/2020,9/26/2020,80+,???,6161,345,50
9/20/2020,9/26/2020,80+,?? ????,25,<15,0
9/20/2020,9/26/2020,80+,????,14217,466,56
9/20/2020,9/26/2020,NULL,???,1524,100,0
9/20/2020,9/26/2020,NULL,?? ????,861,19,0
9/20/2020,9/26/2020,NULL,????,1329,102,0
9/27/2020,10/3/2020,0-19,???,36518,6177,0
9/27/2020,10/3/2020,0-19,?? ????,155,28,0
9/27/2020,10/3/2020,0-19,????,33071,4845,0
9/27/2020,10/3/2020,20-24,???,12151,2462,0
9/27/2020,10/3/2020,20-24,?? ????,<15,<15,0
9/27/2020,10/3/2020,20-24,????,11684,1782,0
9/27/2020,10/3/2020,25-29,???,10277,1678,0
9/27/2020,10/3/2020,25-29,?? ????,<15,0,0
9/27/2020,10/3/2020,25-29,????,12064,1460,0
9/27/2020,10/3/2020,30-34,???,9643,1468,<15
9/27/2020,10/3/2020,30-34,?? ????,<15,<15,0
9/27/2020,10/3/2020,30-34,????,11595,1187,0
9/27/2020,10/3/2020,35-39,???,8549,1327,<15
9/27/2020,10/3/2020,35-39,?? ????,<15,<15,0
9/27/2020,10/3/2020,35-39,????,10508,1095,0
9/27/2020,10/3/2020,40-44,???,7574,1133,<15
9/27/2020,10/3/2020,40-44,?? ????,<15,<15,0
9/27/2020,10/3/2020,40-44,????,10298,1022,0
9/27/2020,10/3/2020,45-49,???,7156,1107,<15
9/27/2020,10/3/2020,45-49,?? ????,<15,0,0
9/27/2020,10/3/2020,45-49,????,10341,1055,0
9/27/2020,10/3/2020,50-54,???,6324,896,<15
9/27/2020,10/3/2020,50-54,?? ????,<15,<15,0
9/27/2020,10/3/2020,50-54,????,9588,849,<15
9/27/2020,10/3/2020,55-59,???,5579,813,<15
9/27/2020,10/3/2020,55-59,?? ????,<15,<15,0
9/27/2020,10/3/2020,55-59,????,8405,732,<15
9/27/2020,10/3/2020,60-64,???,5153,750,<15
9/27/2020,10/3/2020,60-64,?? ????,<15,<15,0
9/27/2020,10/3/2020,60-64,????,7617,630,<15
9/27/2020,10/3/2020,65-69,???,4370,657,15
9/27/2020,10/3/2020,65-69,????,5536,497,<15
9/27/2020,10/3/2020,70-74,???,3581,464,23
9/27/2020,10/3/2020,70-74,????,4483,335,<15
9/27/2020,10/3/2020,75-79,???,2160,258,25
9/27/2020,10/3/2020,75-79,?? ????,<15,0,0
9/27/2020,10/3/2020,75-79,????,2853,237,<15
9/27/2020,10/3/2020,80+,???,5122,395,71
9/27/2020,10/3/2020,80+,?? ????,<15,0,0
9/27/2020,10/3/2020,80+,????,10804,469,59
9/27/2020,10/3/2020,NULL,???,1425,113,0
9/27/2020,10/3/2020,NULL,?? ????,659,16,0
9/27/2020,10/3/2020,NULL,????,1301,100,0
10/4/2020,10/10/2020,0-19,???,29478,4089,0
10/4/2020,10/10/2020,0-19,?? ????,154,42,0
10/4/2020,10/10/2020,0-19,????,27928,3853,0
10/4/2020,10/10/2020,20-24,???,10645,1489,0
10/4/2020,10/10/2020,20-24,?? ????,<15,0,0
10/4/2020,10/10/2020,20-24,????,11084,1320,<15
10/4/2020,10/10/2020,25-29,???,9543,1105,0
10/4/2020,10/10/2020,25-29,?? ????,<15,<15,0
10/4/2020,10/10/2020,25-29,????,11267,962,0
10/4/2020,10/10/2020,30-34,???,8566,916,0
10/4/2020,10/10/2020,30-34,?? ????,21,0,0
10/4/2020,10/10/2020,30-34,????,10876,828,<15
10/4/2020,10/10/2020,35-39,???,7727,822,<15
10/4/2020,10/10/2020,35-39,?? ????,21,<15,0
10/4/2020,10/10/2020,35-39,????,9876,756,0
10/4/2020,10/10/2020,40-44,???,6865,730,0
10/4/2020,10/10/2020,40-44,?? ????,16,<15,0
10/4/2020,10/10/2020,40-44,????,9796,747,0
10/4/2020,10/10/2020,45-49,???,6457,701,0
10/4/2020,10/10/2020,45-49,?? ????,<15,<15,0
10/4/2020,10/10/2020,45-49,????,9883,709,<15
10/4/2020,10/10/2020,50-54,???,5752,570,<15
10/4/2020,10/10/2020,50-54,?? ????,<15,<15,0
10/4/2020,10/10/2020,50-54,????,9402,577,0
10/4/2020,10/10/2020,55-59,???,5353,573,<15
10/4/2020,10/10/2020,55-59,?? ????,<15,<15,0
10/4/2020,10/10/2020,55-59,????,8486,550,<15
10/4/2020,10/10/2020,60-64,???,4999,543,<15
10/4/2020,10/10/2020,60-64,?? ????,<15,0,0
10/4/2020,10/10/2020,60-64,????,7796,441,<15
10/4/2020,10/10/2020,65-69,???,4581,466,<15
10/4/2020,10/10/2020,65-69,?? ????,<15,<15,0
10/4/2020,10/10/2020,65-69,????,5934,359,<15
10/4/2020,10/10/2020,70-74,???,3693,338,21
10/4/2020,10/10/2020,70-74,?? ????,<15,<15,0
10/4/2020,10/10/2020,70-74,????,5136,320,<15
10/4/2020,10/10/2020,75-79,???,2495,228,16
10/4/2020,10/10/2020,75-79,????,3180,193,19
10/4/2020,10/10/2020,80+,???,5781,321,74
10/4/2020,10/10/2020,80+,????,12420,419,65
10/4/2020,10/10/2020,NULL,???,1377,105,0
10/4/2020,10/10/2020,NULL,?? ????,707,18,0
10/4/2020,10/10/2020,NULL,????,1293,77,0
10/11/2020,10/17/2020,0-19,???,21936,2026,0
10/11/2020,10/17/2020,0-19,?? ????,97,16,0
10/11/2020,10/17/2020,0-19,????,20216,2012,<15
10/11/2020,10/17/2020,20-24,???,8451,755,0
10/11/2020,10/17/2020,20-24,?? ????,<15,<15,0
10/11/2020,10/17/2020,20-24,????,9235,726,0
10/11/2020,10/17/2020,25-29,???,7649,523,0
10/11/2020,10/17/2020,25-29,?? ????,<15,0,0
10/11/2020,10/17/2020,25-29,????,9869,530,0
10/11/2020,10/17/2020,30-34,???,7135,421,0
10/11/2020,10/17/2020,30-34,?? ????,28,<15,0
10/11/2020,10/17/2020,30-34,????,10218,470,0
10/11/2020,10/17/2020,35-39,???,6515,386,0
10/11/2020,10/17/2020,35-39,?? ????,24,0,0
10/11/2020,10/17/2020,35-39,????,9762,414,0
10/11/2020,10/17/2020,40-44,???,5914,344,0
10/11/2020,10/17/2020,40-44,?? ????,19,<15,0
10/11/2020,10/17/2020,40-44,????,9772,391,0
10/11/2020,10/17/2020,45-49,???,5697,317,<15
10/11/2020,10/17/2020,45-49,?? ????,17,<15,0
10/11/2020,10/17/2020,45-49,????,10045,342,0
10/11/2020,10/17/2020,50-54,???,5193,288,<15
10/11/2020,10/17/2020,50-54,?? ????,<15,<15,0
10/11/2020,10/17/2020,50-54,????,9705,351,<15
10/11/2020,10/17/2020,55-59,???,4707,257,<15
10/11/2020,10/17/2020,55-59,?? ????,<15,0,0
10/11/2020,10/17/2020,55-59,????,8937,274,<15
10/11/2020,10/17/2020,60-64,???,4579,232,<15
10/11/2020,10/17/2020,60-64,?? ????,<15,0,0
10/11/2020,10/17/2020,60-64,????,8156,233,<15
10/11/2020,10/17/2020,65-69,???,4176,212,21
10/11/2020,10/17/2020,65-69,?? ????,<15,<15,0
10/11/2020,10/17/2020,65-69,????,6026,175,<15
10/11/2020,10/17/2020,70-74,???,3733,162,28
10/11/2020,10/17/2020,70-74,?? ????,<15,<15,0
10/11/2020,10/17/2020,70-74,????,4856,125,<15
10/11/2020,10/17/2020,75-79,???,2284,109,19
10/11/2020,10/17/2020,75-79,?? ????,<15,0,0
10/11/2020,10/17/2020,75-79,????,3028,102,<15
10/11/2020,10/17/2020,80+,???,4954,163,78
10/11/2020,10/17/2020,80+,?? ????,<15,<15,0
10/11/2020,10/17/2020,80+,????,10716,281,50
10/11/2020,10/17/2020,NULL,???,1334,59,<15
10/11/2020,10/17/2020,NULL,?? ????,602,19,0
10/11/2020,10/17/2020,NULL,????,1250,70,0
10/18/2020,10/24/2020,0-19,???,26815,1131,0
10/18/2020,10/24/2020,0-19,?? ????,38,<15,0
10/18/2020,10/24/2020,0-19,????,15291,994,0
10/18/2020,10/24/2020,20-24,???,11018,403,0
10/18/2020,10/24/2020,20-24,?? ????,<15,0,0
10/18/2020,10/24/2020,20-24,????,8006,361,0
10/18/2020,10/24/2020,25-29,???,6889,260,0
10/18/2020,10/24/2020,25-29,?? ????,<15,<15,0
10/18/2020,10/24/2020,25-29,????,9310,295,0
10/18/2020,10/24/2020,30-34,???,6716,249,0
10/18/2020,10/24/2020,30-34,?? ????,22,0,0
10/18/2020,10/24/2020,30-34,????,9788,255,0
10/18/2020,10/24/2020,35-39,???,6209,215,0
10/18/2020,10/24/2020,35-39,?? ????,25,<15,0
10/18/2020,10/24/2020,35-39,????,9450,218,<15
10/18/2020,10/24/2020,40-44,???,5498,196,0
10/18/2020,10/24/2020,40-44,?? ????,21,<15,0
10/18/2020,10/24/2020,40-44,????,9468,225,0
10/18/2020,10/24/2020,45-49,???,5353,206,<15
10/18/2020,10/24/2020,45-49,?? ????,<15,0,0
10/18/2020,10/24/2020,45-49,????,9830,197,0
10/18/2020,10/24/2020,50-54,???,4649,167,<15
10/18/2020,10/24/2020,50-54,?? ????,<15,0,0
10/18/2020,10/24/2020,50-54,????,9400,194,<15
10/18/2020,10/24/2020,55-59,???,4318,144,<15
10/18/2020,10/24/2020,55-59,?? ????,15,0,0
10/18/2020,10/24/2020,55-59,????,8604,140,<15
10/18/2020,10/24/2020,60-64,???,4188,124,<15
10/18/2020,10/24/2020,60-64,?? ????,<15,0,0
10/18/2020,10/24/2020,60-64,????,7972,143,<15
10/18/2020,10/24/2020,65-69,???,3827,114,<15
10/18/2020,10/24/2020,65-69,????,5844,95,<15
10/18/2020,10/24/2020,70-74,???,3383,77,20
10/18/2020,10/24/2020,70-74,?? ????,<15,0,0
10/18/2020,10/24/2020,70-74,????,4452,87,<15
10/18/2020,10/24/2020,75-79,???,2018,50,15
10/18/2020,10/24/2020,75-79,?? ????,<15,0,0
10/18/2020,10/24/2020,75-79,????,2575,55,<15
10/18/2020,10/24/2020,80+,???,3815,99,62
10/18/2020,10/24/2020,80+,?? ????,<15,0,0
10/18/2020,10/24/2020,80+,????,7635,147,44
10/18/2020,10/24/2020,NULL,???,1549,41,0
10/18/2020,10/24/2020,NULL,?? ????,597,<15,0
10/18/2020,10/24/2020,NULL,????,1367,33,0
10/25/2020,10/31/2020,0-19,???,22156,696,0
10/25/2020,10/31/2020,0-19,?? ????,61,<15,0
10/25/2020,10/31/2020,0-19,????,15309,576,0
10/25/2020,10/31/2020,20-24,???,9814,255,0
10/25/2020,10/31/2020,20-24,?? ????,<15,<15,0
10/25/2020,10/31/2020,20-24,????,7235,272,0
10/25/2020,10/31/2020,25-29,???,6581,171,0
10/25/2020,10/31/2020,25-29,?? ????,<15,0,0
10/25/2020,10/31/2020,25-29,????,9307,226,0
10/25/2020,10/31/2020,30-34,???,6827,162,<15
10/25/2020,10/31/2020,30-34,?? ????,23,0,0
10/25/2020,10/31/2020,30-34,????,10343,164,0
10/25/2020,10/31/2020,35-39,???,6506,136,<15
10/25/2020,10/31/2020,35-39,?? ????,20,0,0
10/25/2020,10/31/2020,35-39,????,9884,172,0
10/25/2020,10/31/2020,40-44,???,5672,125,<15
10/25/2020,10/31/2020,40-44,?? ????,19,<15,0
10/25/2020,10/31/2020,40-44,????,9537,162,<15
10/25/2020,10/31/2020,45-49,???,5309,131,<15
10/25/2020,10/31/2020,45-49,?? ????,<15,<15,0
10/25/2020,10/31/2020,45-49,????,9751,160,0
10/25/2020,10/31/2020,50-54,???,4668,114,<15
10/25/2020,10/31/2020,50-54,?? ????,<15,0,0
10/25/2020,10/31/2020,50-54,????,9036,143,0
10/25/2020,10/31/2020,55-59,???,4283,103,<15
10/25/2020,10/31/2020,55-59,?? ????,<15,0,0
10/25/2020,10/31/2020,55-59,????,8199,124,<15
10/25/2020,10/31/2020,60-64,???,4095,107,<15
10/25/2020,10/31/2020,60-64,?? ????,<15,0,0
10/25/2020,10/31/2020,60-64,????,7554,88,<15
10/25/2020,10/31/2020,65-69,???,3857,79,<15
10/25/2020,10/31/2020,65-69,?? ????,<15,0,0
10/25/2020,10/31/2020,65-69,????,5427,68,<15
10/25/2020,10/31/2020,70-74,???,3312,59,<15
10/25/2020,10/31/2020,70-74,?? ????,<15,0,0
10/25/2020,10/31/2020,70-74,????,4323,59,<15
10/25/2020,10/31/2020,75-79,???,1885,36,<15
10/25/2020,10/31/2020,75-79,?? ????,<15,0,0
10/25/2020,10/31/2020,75-79,????,2410,30,<15
10/25/2020,10/31/2020,80+,???,3850,57,39
10/25/2020,10/31/2020,80+,?? ????,<15,0,0
10/25/2020,10/31/2020,80+,????,7827,76,47
10/25/2020,10/31/2020,NULL,???,1775,42,0
10/25/2020,10/31/2020,NULL,?? ????,689,21,0
10/25/2020,10/31/2020,NULL,????,1375,29,0
11/1/2020,11/7/2020,0-19,???,26300,587,0
11/1/2020,11/7/2020,0-19,?? ????,36,<15,0
11/1/2020,11/7/2020,0-19,????,16530,585,0
11/1/2020,11/7/2020,20-24,???,9838,214,0
11/1/2020,11/7/2020,20-24,?? ????,<15,0,0
11/1/2020,11/7/2020,20-24,????,6712,229,0
11/1/2020,11/7/2020,25-29,???,7130,180,0
11/1/2020,11/7/2020,25-29,?? ????,<15,0,0
11/1/2020,11/7/2020,25-29,????,8797,229,0
11/1/2020,11/7/2020,30-34,???,7043,162,<15
11/1/2020,11/7/2020,30-34,?? ????,23,0,0
11/1/2020,11/7/2020,30-34,????,9673,210,<15
11/1/2020,11/7/2020,35-39,???,6850,131,0
11/1/2020,11/7/2020,35-39,?? ????,26,0,0
11/1/2020,11/7/2020,35-39,????,9027,156,0
11/1/2020,11/7/2020,40-44,???,5989,137,0
11/1/2020,11/7/2020,40-44,?? ????,19,0,0
11/1/2020,11/7/2020,40-44,????,8630,177,0
11/1/2020,11/7/2020,45-49,???,5510,145,0
11/1/2020,11/7/2020,45-49,?? ????,<15,0,0
11/1/2020,11/7/2020,45-49,????,8577,185,0
11/1/2020,11/7/2020,50-54,???,4721,128,<15
11/1/2020,11/7/2020,50-54,?? ????,<15,0,0
11/1/2020,11/7/2020,50-54,????,7885,156,<15
11/1/2020,11/7/2020,55-59,???,4308,129,<15
11/1/2020,11/7/2020,55-59,?? ????,<15,0,0
11/1/2020,11/7/2020,55-59,????,7421,124,<15
11/1/2020,11/7/2020,60-64,???,4150,83,<15
11/1/2020,11/7/2020,60-64,?? ????,<15,0,0
11/1/2020,11/7/2020,60-64,????,7090,88,<15
11/1/2020,11/7/2020,65-69,???,3925,64,<15
11/1/2020,11/7/2020,65-69,?? ????,<15,0,0
11/1/2020,11/7/2020,65-69,????,5290,88,<15
11/1/2020,11/7/2020,70-74,???,3515,49,<15
11/1/2020,11/7/2020,70-74,????,4279,59,<15
11/1/2020,11/7/2020,75-79,???,1901,29,<15
11/1/2020,11/7/2020,75-79,?? ????,<15,0,0
11/1/2020,11/7/2020,75-79,????,2532,27,<15
11/1/2020,11/7/2020,80+,???,3644,45,20
11/1/2020,11/7/2020,80+,?? ????,<15,0,0
11/1/2020,11/7/2020,80+,????,7175,82,34
11/1/2020,11/7/2020,NULL,???,1508,23,0
11/1/2020,11/7/2020,NULL,?? ????,450,<15,0
